name,mass,massRound,year,reclat,reclong
Frontier Mountain 01042,2,0,2001,-72.98917,160.40722
Frontier Mountain 01103,2,0,2001,-72.95417,160.41306
Dhofar 308,2,0,2001,18.40333,54.15
Pecora Escarpment 01016,2,0,2002,-85.69185,-68.95683
Queen Alexandra Range 02150,2,0,2002,-84,168
Miller Range 07314,2,0,2007,0,0
Miller Range 07368,2,0,2007,0,0
Miller Range 07528,2,0,2007,0,0
Miller Range 07654,2,0,2007,0,0
Miller Range 07699,2,0,2007,0,0
Miller Range 090300,2,0,2009,0,0
Miller Range 090330,2,0,2009,0,0
Miller Range 090428,2,0,2009,0,0
Miller Range 090481,2,0,2009,0,0
Miller Range 090669,2,0,2009,0,0
Miller Range 090700,2,0,2009,0,0
Miller Range 090755,2,0,2009,0,0
Miller Range 090825,2,0,2009,0,0
Miller Range 090993,2,0,2009,0,0
Patuxent Range 10245,2,0,2010,0,0
Patuxent Range 10258,2,0,2010,0,0
Patuxent Range 10271,2,0,2010,0,0
Patuxent Range 10278,2,0,2010,0,0
Patuxent Range 10280,2,0,2010,0,0
Yamato 790670,2,0,1979,-71.5,35.66667
Yamato 791447,2,0,1979,-71.5,35.66667
Yamato 794034,2,0,1979,-71.5,35.66667
Yamato 86115,2,0,1986,-71.5,35.66667
Yamato 86442,2,0,1986,-71.5,35.66667
Yamato 86536,2,0,1986,-71.5,35.66667
LaPaz Icefield 02422,2,0,2002,-86.36667,-70
Grove Mountains 020064,2,0,2003,-72.99667,75.21972
Yamato 74400,2,0,1974,0,35.66667
Yamato 790909,2,0,1979,-71.5,35.66667
Yamato 791901,2,0,1979,-71.5,35.66667
Yamato 792954,2,0,1979,-71.5,35.66667
Grove Mountains 051669,2,0,2006,-72.77778,75.31833
Yamato 793324,2,0,1979,-71.5,35.66667
Yamato 81063,2,0,1981,-71.5,35.66667
Yamato 86405,2,0,1986,-71.5,35.66667
Yamato 86463,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99187,2,0,1999,-84,168
Queen Alexandra Range 99188,2,0,1999,-84,168
Queen Alexandra Range 99421,2,0,1999,-84,168
Yamato 74402,2,0,1974,0,35.66667
Yamato 792735,2,0,1979,-71.5,35.66667
Yamato 86519,2,0,1986,-71.5,35.66667
Yamato 86545,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99297,2,0,1999,-84,168
Queen Alexandra Range 99298,2,0,1999,-84,168
Grove Mountains 020045,2,0,2003,-72.99167,75.21056
Grove Mountains 020144,2,0,2003,-72.97778,75.26167
Yamato 75153,2,0,1975,-71.5,35.66667
Yamato 791899,2,0,1979,-71.5,35.66667
Yamato 86446,2,0,1986,-71.5,35.66667
Yamato 75184,2,0,1975,-71.5,35.66667
Yamato 790916,2,0,1979,-71.5,35.66667
Yamato 792625,2,0,1979,-71.5,35.66667
Yamato 792998,2,0,1979,-71.5,35.66667
Yamato 8341,2,0,1983,-71.5,35.66667
Yamato 86483,2,0,1986,-71.5,35.66667
Yamato 86740,2,0,1986,-71.5,35.66667
Yamato 982081,2,0,1998,0,0
Queen Alexandra Range 99167,2,0,1999,-84,168
Grove Mountains 99008,2,0,2000,-73.08333,75.2
Frontier Mountain 03072,2,0,2004,-72.95336,160.44256
Grove Mountains 052453,2,0,2006,-72.77611,75.31389
Yamato 86583,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99216,2,0,1999,-84,168
Grove Mountains 020031,2,0,2002,-73.08583,75.22
Yamato 790907,2,0,1979,-71.5,35.66667
Yamato 791596,2,0,1979,-71.5,35.66667
Yamato 793335,2,0,1979,-71.5,35.66667
Yamato 86443,2,0,1986,-71.5,35.66667
Yamato 86513,2,0,1986,-71.5,35.66667
Grove Mountains 052506,2,0,2006,-72.78639,75.29333
Yamato 790663,2,0,1979,-71.5,35.66667
Yamato 790922,2,0,1979,-71.5,35.66667
Yamato 791622,2,0,1979,-71.5,35.66667
Yamato 791763,2,0,1979,-71.5,35.66667
Yamato 792974,2,0,1979,-71.5,35.66667
Yamato 86586,2,0,1986,-71.5,35.66667
Grove Mountains 020032,2,0,2002,-73.11417,75.16889
Yamato 75231,2,0,1975,-71.5,35.66667
Allan Hills A78229,2,0,1978,-76.71667,159.66667
Allan Hills A78231,2,0,1978,-76.71667,159.66667
Allan Hills A78243,2,0,1978,-76.71667,159.66667
Yamato 791132,2,0,1979,-71.5,35.66667
Yamato 791549,2,0,1979,-71.5,35.66667
Allan Hills A81150,2,0,1981,-76.69111,159.38611
Allan Hills 84238,2,0,1984,-76.80207,158.15703
Frontier Mountain 84011,2,0,1984,-72.95488,160.47328
Lewis Cliff 86478,2,0,1986,-84.27304,161.41483
Lewis Cliff 86530,2,0,1986,-84.23197,161.45583
Yamato 86233,2,0,1986,-71.5,35.66667
Lewis Cliff 87237,2,0,1987,-84.34651,161.3197
Lewis Cliff 87020,2,0,1987,-84.34492,161.47161
Lewis Cliff 88033,2,0,1988,-84.24613,161.4638
Lewis Cliff 88049,2,0,1988,-84.2432,161.42401
Elephant Moraine 90345,2,0,1990,-76.27978,156.43334
Elephant Moraine 90984,2,0,1990,-76.27404,156.43113
Frontier Mountain 90103,2,0,1990,-72.95493,160.44285
Frontier Mountain 90129,2,0,1990,-72.95431,160.50126
Pecora Escarpment 91202,2,0,1991,-85.67794,-68.77859
Pecora Escarpment 91343,2,0,1991,-85.67633,-69.08425
Pecora Escarpment 91122,2,0,1991,-85.66181,-68.16069
Reckling Peak 92429,2,0,1992,-76.22173,157.7867
Elephant Moraine 92124,2,0,1992,-76.04886,156.3571
Queen Alexandra Range 93336,2,0,1993,-84.60551,162.12833
Queen Alexandra Range 94322,2,0,1994,-84,168
Queen Alexandra Range 94702,2,0,1994,-84,168
Frontier Mountain 95015,2,0,1995,-72.98833,160.40861
Elephant Moraine 96142,2,0,1996,-76.18333,157.16667
Frontier Mountain 95008,2,0,1996,-72.94017,160.45467
Queen Alexandra Range 97336,2,0,1997,-84,168
Queen Alexandra Range 97436,2,0,1997,-84,168
Queen Alexandra Range 97584,2,0,1997,-84,168
Queen Alexandra Range 97626,2,0,1997,-84,168
Queen Alexandra Range 97666,2,0,1997,-84,168
Queen Alexandra Range 97712,2,0,1997,-84,168
Queen Alexandra Range 97767,2,0,1997,-84,168
Queen Alexandra Range 97768,2,0,1997,-84,168
Frontier Mountain 97031,2,0,1997,-72.95333,160.52222
Queen Alexandra Range 99109,2,0,1999,-84,168
Queen Alexandra Range 99479,2,0,1999,-84,168
Queen Alexandra Range 99706,2,0,1999,-84,168
Queen Alexandra Range 99708,2,0,1999,-84,168
Frontier Mountain 99012,2,0,1999,-72.99444,160.40167
Frontier Mountain 99034,2,0,1999,-72.98889,160.40306
Meteorite Hills 01109,2,0,2001,-79.68333,159.75
Frontier Mountain 01135,2,0,2001,-72.9925,160.40167
Frontier Mountain 01019,2,0,2001,-72.99,160.40333
MacAlpine Hills 02759,2,0,2002,-84.21667,160.5
Queen Alexandra Range 02177,2,0,2002,-84,168
Grove Mountains 020132,2,0,2003,-72.97722,75.26139
Johannessen Nunataks 03017,2,0,2003,-72.8995,161.12933
Miller Range 07068,2,0,2007,0,0
Miller Range 07269,2,0,2007,0,0
Miller Range 07414,2,0,2007,0,0
Miller Range 07576,2,0,2007,0,0
Shişr 124,2,0,2007,18.25868,53.99323
Dominion Range 08375,2,0,2008,0,0
Miller Range 090145,2,0,2009,0,0
Miller Range 090168,2,0,2009,0,0
Miller Range 090424,2,0,2009,0,0
Miller Range 090491,2,0,2009,0,0
Miller Range 090494,2,0,2009,0,0
Miller Range 090525,2,0,2009,0,0
Miller Range 090539,2,0,2009,0,0
Miller Range 090595,2,0,2009,0,0
Miller Range 090714,2,0,2009,0,0
Miller Range 090730,2,0,2009,0,0
Miller Range 090827,2,0,2009,0,0
Miller Range 090829,2,0,2009,0,0
Miller Range 090841,2,0,2009,0,0
El Médano 041,2,0,2010,-24.85,-70.53333
Frontier Mountain 10066,2,0,2011,-72.95163,160.45017
Yamato 74232,2,0,1974,-71.5,35.66667
Yamato 790903,2,0,1979,-71.5,35.66667
Yamato 790913,2,0,1979,-71.5,35.66667
Yamato 792654,2,0,1979,-71.5,35.66667
Yamato 8438,2,0,1984,-71.5,35.66667
Yamato 86240,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99202,2,0,1999,-84,168
LaPaz Icefield 031381,2,0,2003,-86.36667,-70
Yamato 790100,2,0,1979,-71.5,35.66667
Yamato 791134,2,0,1979,-71.5,35.66667
Yamato 794082,2,0,1979,-71.5,35.66667
Yamato 86432,2,0,1986,-71.5,35.66667
Grove Mountains 053788,2,0,2006,-72.785,75.27139
Yamato 790679,2,0,1979,-71.5,35.66667
Yamato 792632,2,0,1979,-71.5,35.66667
Yamato 81055,2,0,1981,-71.5,35.66667
Yamato 86591,2,0,1986,-71.5,35.66667
Yamato 790039,2,0,1979,-71.5,35.66667
Yamato 790721,2,0,1979,-71.5,35.66667
Yamato 791129,2,0,1979,-71.5,35.66667
Yamato 793009,2,0,1979,-71.5,35.66667
Yamato 86152,2,0,1986,-71.5,35.66667
Yamato 86229,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99286,2,0,1999,-84,168
Grove Mountains 020314,2,0,2003,-72.983889,75.246389
Grove Mountains 052382,2,0,2006,-72.7875,75.27722
Grove Mountains 053736,2,0,2006,-72.778333,75.273333
Yamato 74339,2,0,1974,-71.5,35.66667
Yamato 75083,2,0,1975,-71.5,35.66667
Yamato 790218,2,0,1979,-71.5,35.66667
Yamato 793179,2,0,1979,-71.5,35.66667
Yamato 793493,2,0,1979,-71.5,35.66667
Frontier Mountain 90214,2,0,1990,-72.95506,160.43918
Queen Alexandra Range 99111,2,0,1999,-84,168
Queen Alexandra Range 99277,2,0,1999,-84,168
Grove Mountains 020919,2,0,2003,-72.983889,75.246389
Grove Mountains 023593,2,0,2003,-72.983889,75.251389
Grove Mountains 020583,2,0,2003,-72.983611,75.247222
Grove Mountains 021619,2,0,2003,-72.793889,75.281944
Grove Mountains 022245,2,0,2003,-72.778889,75.311111
Grove Mountains 022892,2,0,2003,-72.774722,75.313333
Grove Mountains 021972,2,0,2003,-72.773889,75.341389
Yamato 790701,2,0,1979,-71.5,35.66667
Yamato 791333,2,0,1979,-71.5,35.66667
Yamato 791334,2,0,1979,-71.5,35.66667
Yamato 791742,2,0,1979,-71.5,35.66667
Yamato 86596,2,0,1986,-71.5,35.66667
Frontier Mountain 93015,2,0,1993,-72.95083,160.45278
Yamato 9411,2,0,1994,-71.54694,35.40194
Frontier Mountain 03023,2,0,2003,-72.95175,160.45458
Grove Mountains 022421,2,0,2003,-72.776389,75.326111
Grove Mountains 022487,2,0,2003,-72.775,75.340556
Grove Mountains 022893,2,0,2003,-72.77472,75.31361
Grove Mountains 054336,2,0,2006,-72.78,75.297778
Grove Mountains 052183,2,0,2006,-72.773056,75.338056
Yamato 75233,2,0,1975,-71.5,35.66667
Yamato 792696,2,0,1979,-71.5,35.66667
Yamato 81094,2,0,1981,-71.5,35.66667
Yamato 86157,2,0,1986,-71.5,35.66667
Yamato 86472,2,0,1986,-71.5,35.66667
Yamato 9412,2,0,1994,-71.54694,35.40194
Grove Mountains 021818,2,0,2003,-72.77722,75.33806
Grove Mountains 023129,2,0,2003,-72.77417,75.31944
Grove Mountains 052884,2,0,2006,-72.825278,75.353611
Grove Mountains 052574,2,0,2006,-72.778611,75.3025
Grove Mountains 052272,2,0,2006,-72.778056,75.320556
Grove Mountains 054309,2,0,2006,-72.776111,75.334167
Yamato 790343,2,0,1979,-71.5,35.66667
Yamato 791627,2,0,1979,-71.5,35.66667
Yamato 792620,2,0,1979,-71.5,35.66667
Yamato 86142,2,0,1986,-71.5,35.66667
Yamato 86532,2,0,1986,-71.5,35.66667
Yamato 86735,2,0,1986,-71.5,35.66667
Yamato 982373,2,0,1998,0,0
Queen Alexandra Range 02136,2,0,2002,-84,168
Grove Mountains 022006,2,0,2003,-72.77639,75.34889
Grove Mountains 050039,2,0,2006,-72.99861,75.19361
Grove Mountains 050008,2,0,2006,-72.995833,75.185278
Grove Mountains 051218,2,0,2006,-72.98389,75.24556
Grove Mountains 052724,2,0,2006,-72.784722,75.289167
Jiddat al Harasis 671,2,0,2011,19.66005,55.70383
Yamato 75154,2,0,1975,-71.5,35.66667
Yamato 75225,2,0,1975,-71.5,35.66667
Yamato 790588,2,0,1979,-71.5,35.66667
Yamato 790920,2,0,1979,-71.5,35.66667
Yamato 790930,2,0,1979,-71.5,35.66667
Yamato 792626,2,0,1979,-71.5,35.66667
Yamato 793307,2,0,1979,-71.5,35.66667
Queen Alexandra Range 99306,2,0,1999,-84,168
MacAlpine Hills 02684,2,0,2002,-84.21667,160.5
Grove Mountains 023757,2,0,2003,-72.9842,75.2522
Grove Mountains 022055,2,0,2003,-72.77861,75.31528
Grove Mountains 022466,2,0,2003,-72.77389,75.3275
Grove Mountains 054641,2,0,2006,-72.99889,75.1872
Grove Mountains 050218,2,0,2006,-72.980556,75.251111
Grove Mountains 053481,2,0,2006,-72.78778,75.27028
Grove Mountains 052187,2,0,2006,-72.77306,75.33806
Allan Hills A77034,2,0,1977,-76.71667,159.66667
Yamato 793391,2,0,1979,-71.5,35.66667
Yamato 8327,2,0,1983,-71.5,35.66667
Allan Hills 84246,2,0,1984,-76.86689,158.52155
Lewis Cliff 86059,2,0,1986,-84.27377,161.69209
Lewis Cliff 86173,2,0,1986,-84.25799,161.39458
Lewis Cliff 88684,2,0,1988,-84.27687,161.40604
Lewis Cliff 88252,2,0,1988,-84.23735,161.47098
Elephant Moraine 90823,2,0,1990,-76.28516,156.46083
Elephant Moraine 90406,2,0,1990,-76.26808,156.43665
Frontier Mountain 90011,2,0,1990,-72.95488,160.47328
Frontier Mountain 90126,2,0,1990,-72.95488,160.47328
Mundrabilla 014,2,0,1992,-30.14267,127.39383
Queen Alexandra Range 93329,2,0,1993,-84.59921,162.19588
Queen Alexandra Range 93093,2,0,1993,-84.57572,162.5665
Queen Alexandra Range 93094,2,0,1993,-84.57564,162.56673
Queen Alexandra Range 93520,2,0,1993,-84,168
Queen Alexandra Range 93521,2,0,1993,-84,168
Queen Alexandra Range 93567,2,0,1993,-84,168
Frontier Mountain 93044,2,0,1993,-72.95139,160.4525
Frontier Mountain 93038,2,0,1993,-72.95083,160.454
Queen Alexandra Range 94362,2,0,1994,-84,168
Queen Alexandra Range 94363,2,0,1994,-84,168
Queen Alexandra Range 94403,2,0,1994,-84,168
Queen Alexandra Range 94455,2,0,1994,-84,168
Queen Alexandra Range 94546,2,0,1994,-84,168
Queen Alexandra Range 94607,2,0,1994,-84,168
Queen Alexandra Range 94608,2,0,1994,-84,168
Queen Alexandra Range 94693,2,0,1994,-84,168
Queen Alexandra Range 94755,2,0,1994,-84,168
Frontier Mountain 95021,2,0,1995,-72.95417,160.43639
Elephant Moraine 96131,2,0,1996,-76.18333,157.16667
Queen Alexandra Range 97271,2,0,1997,-84,168
Queen Alexandra Range 97282,2,0,1997,-84,168
Queen Alexandra Range 97299,2,0,1997,-84,168
Queen Alexandra Range 97732,2,0,1997,-84,168
Queen Alexandra Range 97733,2,0,1997,-84,168
Queen Alexandra Range 97766,2,0,1997,-84,168
Queen Alexandra Range 97859,2,0,1997,-84,168
Queen Alexandra Range 97892,2,0,1997,-84,168
Queen Alexandra Range 97934,2,0,1997,-84,168
Queen Alexandra Range 97958,2,0,1997,-84,168
Queen Alexandra Range 97968,2,0,1997,-84,168
Queen Alexandra Range 97989,2,0,1997,-84,168
Frontier Mountain 97066,2,0,1997,-72.99028,160.405
Frontier Mountain 97054,2,0,1997,-72.98972,160.40889
Frontier Mountain 97050,2,0,1997,-72.98861,160.40889
Queen Alexandra Range 99418,2,0,1999,-84,168
Queen Alexandra Range 99506,2,0,1999,-84,168
Queen Alexandra Range 99523,2,0,1999,-84,168
Queen Alexandra Range 99524,2,0,1999,-84,168
Queen Alexandra Range 99593,2,0,1999,-84,168
Queen Alexandra Range 99839,2,0,1999,-84,168
Queen Alexandra Range 99840,2,0,1999,-84,168
Frontier Mountain 01060,2,0,2001,-72.98944,160.40444
Frontier Mountain 03007,2,0,2003,-72.95236,160.50719
Grove Mountains 023152,2,0,2003,-72.775,75.338889
Grove Mountains 022476,2,0,2003,-72.77444,75.32167
Grove Mountains 021973,2,0,2003,-72.7739,75.3417
Grove Mountains 022872,2,0,2003,-72.77389,75.335
Grove Mountains 021975,2,0,2003,-72.773889,75.342222
Grove Mountains 050252,2,0,2006,-72.98389,75.2466
Grove Mountains 052727,2,0,2006,-72.78472,75.28917
Grove Mountains 053621,2,0,2006,-72.78194,75.30056
Miller Range 07363,2,0,2007,0,0
Miller Range 07405,2,0,2007,0,0
Miller Range 07505,2,0,2007,0,0
Miller Range 07578,2,0,2007,0,0
Miller Range 07590,2,0,2007,0,0
Miller Range 07593,2,0,2007,0,0
Miller Range 07649,2,0,2007,0,0
Miller Range 07672,2,0,2007,0,0
Miller Range 090140,2,0,2009,0,0
Miller Range 090348,2,0,2009,0,0
Miller Range 090376,2,0,2009,0,0
Miller Range 090383,2,0,2009,0,0
Miller Range 090388,2,0,2009,0,0
Miller Range 090520,2,0,2009,0,0
Miller Range 090726,2,0,2009,0,0
Miller Range 090822,2,0,2009,0,0
Miller Range 090894,2,0,2009,0,0
Miller Range 090907,2,0,2009,0,0
Miller Range 090909,2,0,2009,0,0
Miller Range 090953,2,0,2009,0,0
Miller Range 090962,2,0,2009,0,0
Miller Range 090969,2,0,2009,0,0
Patuxent Range 10220,2,0,2010,0,0
Patuxent Range 10247,2,0,2010,0,0
Patuxent Range 10256,2,0,2010,0,0
Patuxent Range 10269,2,0,2010,0,0
Patuxent Range 10287,2,0,2010,0,0
Frontier Mountain 10107,2,0,2011,-72.95305,160.45358
El Médano 100,2,0,2011,-24.85,-70.53333
Yamato 74041,2,0,1974,-71.5,35.66667
Yamato 74401,2,0,1974,0,35.66667
Yamato 790717,2,0,1979,-71.5,35.66667
Yamato 790720,2,0,1979,-71.5,35.66667
Yamato 790904,2,0,1979,-71.5,35.66667
Yamato 791335,2,0,1979,-71.5,35.66667
Yamato 793490,2,0,1979,-71.5,35.66667
Yamato 86573,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99271,2,0,1999,-84,168
Grove Mountains 020096,2,0,2003,-72.99694,75.20611
Grove Mountains 020281,2,0,2003,-72.978889,75.260833
Grove Mountains 023141,2,0,2003,-72.773333,75.336667
Grove Mountains 053580,2,0,2006,-72.78083,75.30111
Yamato 791944,2,0,1979,-71.5,35.66667
Yamato 86582,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99337,2,0,1999,-84,168
Queen Alexandra Range 99793,2,0,1999,-84,168
MacAlpine Hills 02642,2,0,2002,-84.21667,160.5
Grove Mountains 022420,2,0,2003,-72.776111,75.333889
Grove Mountains 022485,2,0,2003,-72.775,75.34
Grove Mountains 054491,2,0,2006,-72.916111,75.100278
Grove Mountains 052982,2,0,2006,-72.78667,75.29167
Grove Mountains 052449,2,0,2006,-72.77833,75.31861
Grove Mountains 052179,2,0,2006,-72.77306,75.33806
Yamato 790226,2,0,1979,-71.5,35.66667
Yamato 792991,2,0,1979,-71.5,35.66667
Yamato 86230,2,0,1986,-71.5,35.66667
Frontier Mountain 93050,2,0,1993,-72.98167,160.43778
Yamato 982174,2,0,1998,0,0
Queen Alexandra Range 99249,2,0,1999,-84,168
Superior Valley 014,2,0,2002,35.236,-117.04212
Grove Mountains 020581,2,0,2003,-72.983611,75.247222
Grove Mountains 020245,2,0,2003,-72.983056,75.229167
Grove Mountains 022252,2,0,2003,-72.778889,75.311111
Grove Mountains 022509,2,0,2003,-72.774167,75.331111
Grove Mountains 050025,2,0,2006,-72.99583,75.18528
Grove Mountains 052835,2,0,2006,-72.825278,75.353611
Grove Mountains 053496,2,0,2006,-72.778889,75.316667
Grove Mountains 053227,2,0,2006,-72.774722,75.34
Asuka 87007,2,0,1987,-72,26
Queen Alexandra Range 99293,2,0,1999,-84,168
Queen Alexandra Range 99294,2,0,1999,-84,168
Queen Alexandra Range 99299,2,0,1999,-84,168
Queen Alexandra Range 99300,2,0,1999,-84,168
MacAlpine Hills 02480,2,0,2002,-84.21667,160.5
Grove Mountains 020066,2,0,2003,-72.99917,75.23889
Grove Mountains 051219,2,0,2006,-72.983889,75.245556
Grove Mountains 051820,2,0,2006,-72.981389,75.263889
Grove Mountains 051734,2,0,2006,-72.977222,75.260278
Grove Mountains 052387,2,0,2006,-72.78694,75.27278
Grove Mountains 054001,2,0,2006,-72.78444,75.28028
Grove Mountains 052403,2,0,2006,-72.78389,75.27167
Grove Mountains 054237,2,0,2006,-72.78278,75.29583
Grove Mountains 052299,2,0,2006,-72.782222,75.311667
Grove Mountains 053362,2,0,2006,-72.77944,75.29861
Grove Mountains 052214,2,0,2006,-72.7725,75.346667
Yamato 75092,2,0,1975,-71.5,35.66667
Yamato 86738,2,0,1986,-71.5,35.66667
Queen Alexandra Range 99309,2,0,1999,-84,168
Frontier Mountain 03061,2,0,2004,-72.988,160.40606
Lucerne Valley 043,2,0,2004,34.48457,-116.96255
Grove Mountains 052346,2,0,2006,-72.78222,75.32167
Grove Mountains 053606,2,0,2006,-72.77972,75.3075
Yamato 791337,2,0,1979,-71.5,35.66667
Yamato 86460,2,0,1986,-71.5,35.66667
Yamato 86496,2,0,1986,-71.5,35.66667
Yamato 86526,2,0,1986,-71.5,35.66667
Yamato 86548,2,0,1986,-71.5,35.66667
Yamato 86721,2,0,1986,-71.5,35.66667
Grove Mountains 020302,2,0,2003,-72.98389,75.24639
Grove Mountains 022464,2,0,2003,-72.77389,75.32694
Grove Mountains 054464,2,0,2006,-72.91825,75.087
Grove Mountains 051977,2,0,2006,-72.78222,75.29944
Grove Mountains 053986,2,0,2006,-72.77758,75.284
Yamato 75235,2,0,1975,-71.5,35.66667
Yamato 791623,2,0,1979,-71.5,35.66667
Yamato 792633,2,0,1979,-71.5,35.66667
Yamato 8336,2,0,1983,-71.5,35.66667
Yamato 86533,2,0,1986,-71.5,35.66667
Patriot Hills 99001,2,0,2000,-80.28555,-81.81348
Grove Mountains 024242,2,0,2003,-72.9825,75.25
Grove Mountains 020120,2,0,2003,-72.97917,75.25806
Grove Mountains 023243,2,0,2003,-72.77361,75.32
Yamato 74242,2,0,1974,-71.5,35.66667
Yamato 75286,2,0,1975,-71.5,35.66667
Yamato 791426,2,0,1979,-71.5,35.66667
Yamato 792634,2,0,1979,-71.5,35.66667
Yamato 86518,2,0,1986,-71.5,35.66667
Meteorite Hills 00800,2,0,2000,-79.68333,155.75
Grove Mountains 020216,2,0,2003,-72.9925,75.20639
Grove Mountains 023611,2,0,2003,-72.9925,75.25139
Grove Mountains 021870,2,0,2003,-72.77528,75.33806
Grove Mountains 021658,2,0,2003,-72.77278,75.35
Yamato 792983,2,0,1979,-71.5,35.66667
Yamato 793310,2,0,1979,-71.5,35.66667
Yamato 81005,2,0,1981,-71.5,35.66667
Yamato 86435,2,0,1986,-71.5,35.66667
Grove Mountains 020292,2,0,2003,-72.98389,75.24639
Grove Mountains 022469,2,0,2003,-72.77417,75.34528
Yamato 75227,2,0,1975,-71.5,35.66667
Allan Hills A77076,2,0,1977,-76.71667,159.66667
Allan Hills A77129,2,0,1977,-76.71667,159.66667
Yamato 790353,2,0,1979,-71.5,35.66667
Allan Hills A81147,2,0,1981,-76.69472,159.39028
Allan Hills A81116,2,0,1981,-76.68889,159.36389
Yamato 82190,2,0,1982,-71.5,35.66667
Allan Hills 83009,2,0,1983,-76.82204,158.20666
Allan Hills 84173,2,0,1984,-76.82169,158.21104
Frontier Mountain 84031,2,0,1984,-72.95488,160.47328
Lewis Cliff 85307,2,0,1985,-84.27899,161.40634
Lewis Cliff 86148,2,0,1986,-84.25705,161.4721
Lewis Cliff 87250,2,0,1987,-84.34038,161.40096
Elephant Moraine 87835,2,0,1987,-76.28438,156.45086
Lewis Cliff 88003,2,0,1988,-84.27467,161.37784
Lewis Cliff 88449,2,0,1988,-84.2509,161.43148
Lewis Cliff 88055,2,0,1988,-84.24588,161.44441
Lewis Cliff 88381,2,0,1988,-84.24343,161.43664
Allan Hills 90402,2,0,1990,-76.70085,159.39389
Elephant Moraine 90582,2,0,1990,-76.28807,156.43831
Elephant Moraine 90424,2,0,1990,-76.27799,156.42838
Frontier Mountain 90122,2,0,1990,-72.95435,160.44148
Pecora Escarpment 91209,2,0,1991,-85.67974,-68.58997
Reckling Peak 92413,2,0,1992,-76.21977,158.37928
Elephant Moraine 92137,2,0,1992,-76.01838,155.87604
David Glacier 92308,2,0,1992,-75.31667,162
Queen Alexandra Range 93321,2,0,1993,-84.6129,162.07686
Queen Alexandra Range 93327,2,0,1993,-84.60638,162.11311
Queen Alexandra Range 93338,2,0,1993,-84.57628,162.07798
Queen Alexandra Range 93147,2,0,1993,-84.57586,162.56831
Lewis Cliff 93874,2,0,1993,-84.27366,161.68668
Queen Alexandra Range 93297,2,0,1993,-84,168
Queen Alexandra Range 93328,2,0,1993,-84,168
Queen Alexandra Range 93401,2,0,1993,-84,168
Queen Alexandra Range 93415,2,0,1993,-84,168
Queen Alexandra Range 93436,2,0,1993,-84,168
Queen Alexandra Range 93512,2,0,1993,-84,168
Queen Alexandra Range 93513,2,0,1993,-84,168
Queen Alexandra Range 93526,2,0,1993,-84,168
Queen Alexandra Range 93702,2,0,1993,-84,168
Queen Alexandra Range 94258,2,0,1994,-84,168
Queen Alexandra Range 94287,2,0,1994,-84,168
Queen Alexandra Range 94288,2,0,1994,-84,168
Queen Alexandra Range 94505,2,0,1994,-84,168
Queen Alexandra Range 94603,2,0,1994,-84,168
Elephant Moraine 96195,2,0,1996,-76.18333,157.16667
Elephant Moraine 96210,2,0,1996,-76.18333,157.16667
Frontier Mountain 95011,2,0,1996,-72.98917,160.40861
Queen Alexandra Range 971008,2,0,1997,-84,168
Queen Alexandra Range 971009,2,0,1997,-84,168
Queen Alexandra Range 97377,2,0,1997,-84,168
Queen Alexandra Range 97508,2,0,1997,-84,168
Queen Alexandra Range 97509,2,0,1997,-84,168
Queen Alexandra Range 97603,2,0,1997,-84,168
Queen Alexandra Range 97785,2,0,1997,-84,168
Queen Alexandra Range 97786,2,0,1997,-84,168
Queen Alexandra Range 97809,2,0,1997,-84,168
Queen Alexandra Range 97835,2,0,1997,-84,168
Queen Alexandra Range 97953,2,0,1997,-84,168
Queen Alexandra Range 99104,2,0,1999,-84,168
Queen Alexandra Range 99342,2,0,1999,-84,168
Queen Alexandra Range 99396,2,0,1999,-84,168
Queen Alexandra Range 99481,2,0,1999,-84,168
Queen Alexandra Range 99482,2,0,1999,-84,168
Queen Alexandra Range 99675,2,0,1999,-84,168
Queen Alexandra Range 99676,2,0,1999,-84,168
Queen Alexandra Range 99696,2,0,1999,-84,168
Queen Alexandra Range 99759,2,0,1999,-84,168
Grove Mountains 99021,2,0,2000,-73.08333,75.2
Meteorite Hills 01105,2,0,2001,-79.68333,159.75
Meteorite Hills 01257,2,0,2001,-79.68333,159.75
Frontier Mountain 01071,2,0,2001,-72.98972,160.4025
Frontier Mountain 01065,2,0,2001,-72.98806,160.40833
MacAlpine Hills 02555,2,0,2002,-84.21667,160.5
Miller Range 07220,2,0,2007,0,0
Miller Range 07229,2,0,2007,0,0
Miller Range 07247,2,0,2007,0,0
Miller Range 07391,2,0,2007,0,0
Miller Range 07423,2,0,2007,0,0
Miller Range 07433,2,0,2007,0,0
Miller Range 07589,2,0,2007,0,0
Alaer 001,2,0,2007,40.33333,81.25
Jiddat al Harasis 531,2,0,2008,19.53415,55.17548
Miller Range 090146,2,0,2009,0,0
Miller Range 090260,2,0,2009,0,0
Miller Range 090324,2,0,2009,0,0
Miller Range 090333,2,0,2009,0,0
Miller Range 090378,2,0,2009,0,0
